link,i,j,k,cost,amplitude,lower_bound,upper_bound
CVPM19BS.1922-12-31_HSD408B.1922-12-31_0,CVPM19BS.1922-12-31,HSD408B.1922-12-31,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-01-31_HSD408B.1923-01-31_0,CVPM19BS.1923-01-31,HSD408B.1923-01-31,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-02-28_HSD408B.1923-02-28_0,CVPM19BS.1923-02-28,HSD408B.1923-02-28,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-03-31_HSD408B.1923-03-31_0,CVPM19BS.1923-03-31,HSD408B.1923-03-31,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-04-30_HSD408B.1923-04-30_0,CVPM19BS.1923-04-30,HSD408B.1923-04-30,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-05-31_HSD408B.1923-05-31_0,CVPM19BS.1923-05-31,HSD408B.1923-05-31,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-06-30_HSD408B.1923-06-30_0,CVPM19BS.1923-06-30,HSD408B.1923-06-30,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-07-31_HSD408B.1923-07-31_0,CVPM19BS.1923-07-31,HSD408B.1923-07-31,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-08-31_HSD408B.1923-08-31_0,CVPM19BS.1923-08-31,HSD408B.1923-08-31,0,0.0,0.263,0.0,1000000000000.0
CVPM19BS.1923-09-30_HSD408B.1923-09-30_0,CVPM19BS.1923-09-30,HSD408B.1923-09-30,0,0.0,0.263,0.0,1000000000000.0
CVPM20G.1922-10-31_HGR20.1922-10-31_0,CVPM20G.1922-10-31,HGR20.1922-10-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1922-11-30_HGR20.1922-11-30_0,CVPM20G.1922-11-30,HGR20.1922-11-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1922-12-31_HGR20.1922-12-31_0,CVPM20G.1922-12-31,HGR20.1922-12-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-01-31_HGR20.1923-01-31_0,CVPM20G.1923-01-31,HGR20.1923-01-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-02-28_HGR20.1923-02-28_0,CVPM20G.1923-02-28,HGR20.1923-02-28,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-03-31_HGR20.1923-03-31_0,CVPM20G.1923-03-31,HGR20.1923-03-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-04-30_HGR20.1923-04-30_0,CVPM20G.1923-04-30,HGR20.1923-04-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-05-31_HGR20.1923-05-31_0,CVPM20G.1923-05-31,HGR20.1923-05-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-06-30_HGR20.1923-06-30_0,CVPM20G.1923-06-30,HGR20.1923-06-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-07-31_HGR20.1923-07-31_0,CVPM20G.1923-07-31,HGR20.1923-07-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-08-31_HGR20.1923-08-31_0,CVPM20G.1923-08-31,HGR20.1923-08-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20G.1923-09-30_HGR20.1923-09-30_0,CVPM20G.1923-09-30,HGR20.1923-09-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1922-10-31_HSD407.1922-10-31_0,CVPM20S.1922-10-31,HSD407.1922-10-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1922-11-30_HSD407.1922-11-30_0,CVPM20S.1922-11-30,HSD407.1922-11-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1922-12-31_HSD407.1922-12-31_0,CVPM20S.1922-12-31,HSD407.1922-12-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-01-31_HSD407.1923-01-31_0,CVPM20S.1923-01-31,HSD407.1923-01-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-02-28_HSD407.1923-02-28_0,CVPM20S.1923-02-28,HSD407.1923-02-28,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-03-31_HSD407.1923-03-31_0,CVPM20S.1923-03-31,HSD407.1923-03-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-04-30_HSD407.1923-04-30_0,CVPM20S.1923-04-30,HSD407.1923-04-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-05-31_HSD407.1923-05-31_0,CVPM20S.1923-05-31,HSD407.1923-05-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-06-30_HSD407.1923-06-30_0,CVPM20S.1923-06-30,HSD407.1923-06-30,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-07-31_HSD407.1923-07-31_0,CVPM20S.1923-07-31,HSD407.1923-07-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-08-31_HSD407.1923-08-31_0,CVPM20S.1923-08-31,HSD407.1923-08-31,0,0.0,0.256,0.0,1000000000000.0
CVPM20S.1923-09-30_HSD407.1923-09-30_0,CVPM20S.1923-09-30,HSD407.1923-09-30,0,0.0,0.256,0.0,1000000000000.0
CVPM21AG.1922-10-31_HGR21.1922-10-31_0,CVPM21AG.1922-10-31,HGR21.1922-10-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1922-11-30_HGR21.1922-11-30_0,CVPM21AG.1922-11-30,HGR21.1922-11-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1922-12-31_HGR21.1922-12-31_0,CVPM21AG.1922-12-31,HGR21.1922-12-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-01-31_HGR21.1923-01-31_0,CVPM21AG.1923-01-31,HGR21.1923-01-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-02-28_HGR21.1923-02-28_0,CVPM21AG.1923-02-28,HGR21.1923-02-28,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-03-31_HGR21.1923-03-31_0,CVPM21AG.1923-03-31,HGR21.1923-03-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-04-30_HGR21.1923-04-30_0,CVPM21AG.1923-04-30,HGR21.1923-04-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-05-31_HGR21.1923-05-31_0,CVPM21AG.1923-05-31,HGR21.1923-05-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-06-30_HGR21.1923-06-30_0,CVPM21AG.1923-06-30,HGR21.1923-06-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-07-31_HGR21.1923-07-31_0,CVPM21AG.1923-07-31,HGR21.1923-07-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-08-31_HGR21.1923-08-31_0,CVPM21AG.1923-08-31,HGR21.1923-08-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AG.1923-09-30_HGR21.1923-09-30_0,CVPM21AG.1923-09-30,HGR21.1923-09-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1922-10-31_HSD21.1922-10-31_0,CVPM21AS.1922-10-31,HSD21.1922-10-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1922-11-30_HSD21.1922-11-30_0,CVPM21AS.1922-11-30,HSD21.1922-11-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1922-12-31_HSD21.1922-12-31_0,CVPM21AS.1922-12-31,HSD21.1922-12-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-01-31_HSD21.1923-01-31_0,CVPM21AS.1923-01-31,HSD21.1923-01-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-02-28_HSD21.1923-02-28_0,CVPM21AS.1923-02-28,HSD21.1923-02-28,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-03-31_HSD21.1923-03-31_0,CVPM21AS.1923-03-31,HSD21.1923-03-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-04-30_HSD21.1923-04-30_0,CVPM21AS.1923-04-30,HSD21.1923-04-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-05-31_HSD21.1923-05-31_0,CVPM21AS.1923-05-31,HSD21.1923-05-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-06-30_HSD21.1923-06-30_0,CVPM21AS.1923-06-30,HSD21.1923-06-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-07-31_HSD21.1923-07-31_0,CVPM21AS.1923-07-31,HSD21.1923-07-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-08-31_HSD21.1923-08-31_0,CVPM21AS.1923-08-31,HSD21.1923-08-31,0,0.0,0.278,0.0,1000000000000.0
CVPM21AS.1923-09-30_HSD21.1923-09-30_0,CVPM21AS.1923-09-30,HSD21.1923-09-30,0,0.0,0.278,0.0,1000000000000.0
CVPM21BG.1922-10-31_HGR21.1922-10-31_0,CVPM21BG.1922-10-31,HGR21.1922-10-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1922-11-30_HGR21.1922-11-30_0,CVPM21BG.1922-11-30,HGR21.1922-11-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1922-12-31_HGR21.1922-12-31_0,CVPM21BG.1922-12-31,HGR21.1922-12-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-01-31_HGR21.1923-01-31_0,CVPM21BG.1923-01-31,HGR21.1923-01-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-02-28_HGR21.1923-02-28_0,CVPM21BG.1923-02-28,HGR21.1923-02-28,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-03-31_HGR21.1923-03-31_0,CVPM21BG.1923-03-31,HGR21.1923-03-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-04-30_HGR21.1923-04-30_0,CVPM21BG.1923-04-30,HGR21.1923-04-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-05-31_HGR21.1923-05-31_0,CVPM21BG.1923-05-31,HGR21.1923-05-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-06-30_HGR21.1923-06-30_0,CVPM21BG.1923-06-30,HGR21.1923-06-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-07-31_HGR21.1923-07-31_0,CVPM21BG.1923-07-31,HGR21.1923-07-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-08-31_HGR21.1923-08-31_0,CVPM21BG.1923-08-31,HGR21.1923-08-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BG.1923-09-30_HGR21.1923-09-30_0,CVPM21BG.1923-09-30,HGR21.1923-09-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1922-10-31_HSD409B.1922-10-31_0,CVPM21BS.1922-10-31,HSD409B.1922-10-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1922-11-30_HSD409B.1922-11-30_0,CVPM21BS.1922-11-30,HSD409B.1922-11-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1922-12-31_HSD409B.1922-12-31_0,CVPM21BS.1922-12-31,HSD409B.1922-12-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-01-31_HSD409B.1923-01-31_0,CVPM21BS.1923-01-31,HSD409B.1923-01-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-02-28_HSD409B.1923-02-28_0,CVPM21BS.1923-02-28,HSD409B.1923-02-28,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-03-31_HSD409B.1923-03-31_0,CVPM21BS.1923-03-31,HSD409B.1923-03-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-04-30_HSD409B.1923-04-30_0,CVPM21BS.1923-04-30,HSD409B.1923-04-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-05-31_HSD409B.1923-05-31_0,CVPM21BS.1923-05-31,HSD409B.1923-05-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-06-30_HSD409B.1923-06-30_0,CVPM21BS.1923-06-30,HSD409B.1923-06-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-07-31_HSD409B.1923-07-31_0,CVPM21BS.1923-07-31,HSD409B.1923-07-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-08-31_HSD409B.1923-08-31_0,CVPM21BS.1923-08-31,HSD409B.1923-08-31,0,0.0,0.257,0.0,1000000000000.0
CVPM21BS.1923-09-30_HSD409B.1923-09-30_0,CVPM21BS.1923-09-30,HSD409B.1923-09-30,0,0.0,0.257,0.0,1000000000000.0
CVPM21CG.1922-10-31_HGR21.1922-10-31_0,CVPM21CG.1922-10-31,HGR21.1922-10-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1922-11-30_HGR21.1922-11-30_0,CVPM21CG.1922-11-30,HGR21.1922-11-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1922-12-31_HGR21.1922-12-31_0,CVPM21CG.1922-12-31,HGR21.1922-12-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-01-31_HGR21.1923-01-31_0,CVPM21CG.1923-01-31,HGR21.1923-01-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-02-28_HGR21.1923-02-28_0,CVPM21CG.1923-02-28,HGR21.1923-02-28,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-03-31_HGR21.1923-03-31_0,CVPM21CG.1923-03-31,HGR21.1923-03-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-04-30_HGR21.1923-04-30_0,CVPM21CG.1923-04-30,HGR21.1923-04-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-05-31_HGR21.1923-05-31_0,CVPM21CG.1923-05-31,HGR21.1923-05-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-06-30_HGR21.1923-06-30_0,CVPM21CG.1923-06-30,HGR21.1923-06-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-07-31_HGR21.1923-07-31_0,CVPM21CG.1923-07-31,HGR21.1923-07-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-08-31_HGR21.1923-08-31_0,CVPM21CG.1923-08-31,HGR21.1923-08-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CG.1923-09-30_HGR21.1923-09-30_0,CVPM21CG.1923-09-30,HGR21.1923-09-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1922-10-31_HSD409C.1922-10-31_0,CVPM21CS.1922-10-31,HSD409C.1922-10-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1922-11-30_HSD409C.1922-11-30_0,CVPM21CS.1922-11-30,HSD409C.1922-11-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1922-12-31_HSD409C.1922-12-31_0,CVPM21CS.1922-12-31,HSD409C.1922-12-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-01-31_HSD409C.1923-01-31_0,CVPM21CS.1923-01-31,HSD409C.1923-01-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-02-28_HSD409C.1923-02-28_0,CVPM21CS.1923-02-28,HSD409C.1923-02-28,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-03-31_HSD409C.1923-03-31_0,CVPM21CS.1923-03-31,HSD409C.1923-03-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-04-30_HSD409C.1923-04-30_0,CVPM21CS.1923-04-30,HSD409C.1923-04-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-05-31_HSD409C.1923-05-31_0,CVPM21CS.1923-05-31,HSD409C.1923-05-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-06-30_HSD409C.1923-06-30_0,CVPM21CS.1923-06-30,HSD409C.1923-06-30,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-07-31_HSD409C.1923-07-31_0,CVPM21CS.1923-07-31,HSD409C.1923-07-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-08-31_HSD409C.1923-08-31_0,CVPM21CS.1923-08-31,HSD409C.1923-08-31,0,0.0,0.227,0.0,1000000000000.0
CVPM21CS.1923-09-30_HSD409C.1923-09-30_0,CVPM21CS.1923-09-30,HSD409C.1923-09-30,0,0.0,0.227,0.0,1000000000000.0
D16.1922-10-31_D653a.1922-10-31_0,D16.1922-10-31,D653a.1922-10-31,0,0.0,1.0,0.0,492.03
D16.1922-11-30_D653a.1922-11-30_0,D16.1922-11-30,D653a.1922-11-30,0,0.0,1.0,0.0,476.16
D16.1922-12-31_D653a.1922-12-31_0,D16.1922-12-31,D653a.1922-12-31,0,0.0,1.0,0.0,492.03
D16.1923-01-31_D653a.1923-01-31_0,D16.1923-01-31,D653a.1923-01-31,0,0.0,1.0,0.0,492.03
D16.1923-02-28_D653a.1923-02-28_0,D16.1923-02-28,D653a.1923-02-28,0,0.0,1.0,0.0,444.42
D16.1923-03-31_D653a.1923-03-31_0,D16.1923-03-31,D653a.1923-03-31,0,0.0,1.0,0.0,492.03
D16.1923-04-30_D653a.1923-04-30_0,D16.1923-04-30,D653a.1923-04-30,0,0.0,1.0,0.0,476.16
D16.1923-05-31_D653a.1923-05-31_0,D16.1923-05-31,D653a.1923-05-31,0,0.0,1.0,0.0,492.03
D16.1923-06-30_D653a.1923-06-30_0,D16.1923-06-30,D653a.1923-06-30,0,0.0,1.0,0.0,476.16
D16.1923-07-31_D653a.1923-07-31_0,D16.1923-07-31,D653a.1923-07-31,0,0.0,1.0,0.0,492.03
D16.1923-08-31_D653a.1923-08-31_0,D16.1923-08-31,D653a.1923-08-31,0,0.0,1.0,0.0,492.03
D16.1923-09-30_D653a.1923-09-30_0,D16.1923-09-30,D653a.1923-09-30,0,0.0,1.0,0.0,476.16
D16.1922-10-31_HSU302D16.1922-10-31_0,D16.1922-10-31,HSU302D16.1922-10-31,0,0.0,1.0,0.0,111.3
D16.1922-11-30_HSU302D16.1922-11-30_0,D16.1922-11-30,HSU302D16.1922-11-30,0,0.0,1.0,0.0,111.3
D16.1922-12-31_HSU302D16.1922-12-31_0,D16.1922-12-31,HSU302D16.1922-12-31,0,0.0,1.0,0.0,111.3
D16.1923-01-31_HSU302D16.1923-01-31_0,D16.1923-01-31,HSU302D16.1923-01-31,0,0.0,1.0,0.0,111.3
D16.1923-02-28_HSU302D16.1923-02-28_0,D16.1923-02-28,HSU302D16.1923-02-28,0,0.0,1.0,0.0,111.3
D16.1923-03-31_HSU302D16.1923-03-31_0,D16.1923-03-31,HSU302D16.1923-03-31,0,0.0,1.0,0.0,111.3
D16.1923-04-30_HSU302D16.1923-04-30_0,D16.1923-04-30,HSU302D16.1923-04-30,0,0.0,1.0,0.0,111.3
D16.1923-05-31_HSU302D16.1923-05-31_0,D16.1923-05-31,HSU302D16.1923-05-31,0,0.0,1.0,0.0,111.3
D16.1923-06-30_HSU302D16.1923-06-30_0,D16.1923-06-30,HSU302D16.1923-06-30,0,0.0,1.0,0.0,111.3
D16.1923-07-31_HSU302D16.1923-07-31_0,D16.1923-07-31,HSU302D16.1923-07-31,0,0.0,1.0,0.0,111.3
D16.1923-08-31_HSU302D16.1923-08-31_0,D16.1923-08-31,HSU302D16.1923-08-31,0,0.0,1.0,0.0,111.3
D16.1923-09-30_HSU302D16.1923-09-30_0,D16.1923-09-30,HSU302D16.1923-09-30,0,0.0,1.0,0.0,111.3
D16.1922-10-31_WTP302.1922-10-31_0,D16.1922-10-31,WTP302.1922-10-31,0,45.0,1.0,0.0,1000000000000.0
D16.1922-11-30_WTP302.1922-11-30_0,D16.1922-11-30,WTP302.1922-11-30,0,45.0,1.0,0.0,1000000000000.0
D16.1922-12-31_WTP302.1922-12-31_0,D16.1922-12-31,WTP302.1922-12-31,0,45.0,1.0,0.0,1000000000000.0
D16.1923-01-31_WTP302.1923-01-31_0,D16.1923-01-31,WTP302.1923-01-31,0,45.0,1.0,0.0,1000000000000.0
D16.1923-02-28_WTP302.1923-02-28_0,D16.1923-02-28,WTP302.1923-02-28,0,45.0,1.0,0.0,1000000000000.0
D16.1923-03-31_WTP302.1923-03-31_0,D16.1923-03-31,WTP302.1923-03-31,0,45.0,1.0,0.0,1000000000000.0
D16.1923-04-30_WTP302.1923-04-30_0,D16.1923-04-30,WTP302.1923-04-30,0,45.0,1.0,0.0,1000000000000.0
D16.1923-05-31_WTP302.1923-05-31_0,D16.1923-05-31,WTP302.1923-05-31,0,45.0,1.0,0.0,1000000000000.0
D16.1923-06-30_WTP302.1923-06-30_0,D16.1923-06-30,WTP302.1923-06-30,0,45.0,1.0,0.0,1000000000000.0
D16.1923-07-31_WTP302.1923-07-31_0,D16.1923-07-31,WTP302.1923-07-31,0,45.0,1.0,0.0,1000000000000.0
D16.1923-08-31_WTP302.1923-08-31_0,D16.1923-08-31,WTP302.1923-08-31,0,45.0,1.0,0.0,1000000000000.0
D16.1923-09-30_WTP302.1923-09-30_0,D16.1923-09-30,WTP302.1923-09-30,0,45.0,1.0,0.0,1000000000000.0
INFLOW.1922-10-31_D17.1922-10-31_0,INFLOW.1922-10-31,D17.1922-10-31,0,0.0,1.0,47.0,47.0
INFLOW.1922-11-30_D17.1922-11-30_0,INFLOW.1922-11-30,D17.1922-11-30,0,0.0,1.0,68.0,68.0
INFLOW.1922-12-31_D17.1922-12-31_0,INFLOW.1922-12-31,D17.1922-12-31,0,0.0,1.0,235.0,235.0
INFLOW.1923-01-31_D17.1923-01-31_0,INFLOW.1923-01-31,D17.1923-01-31,0,0.0,1.0,171.0,171.0
INFLOW.1923-02-28_D17.1923-02-28_0,INFLOW.1923-02-28,D17.1923-02-28,0,0.0,1.0,124.0,124.0
INFLOW.1923-03-31_D17.1923-03-31_0,INFLOW.1923-03-31,D17.1923-03-31,0,0.0,1.0,109.0,109.0
INFLOW.1923-04-30_D17.1923-04-30_0,INFLOW.1923-04-30,D17.1923-04-30,0,0.0,1.0,255.0,255.0
INFLOW.1923-05-31_D17.1923-05-31_0,INFLOW.1923-05-31,D17.1923-05-31,0,0.0,1.0,249.0,249.0
INFLOW.1923-06-30_D17.1923-06-30_0,INFLOW.1923-06-30,D17.1923-06-30,0,0.0,1.0,83.0,83.0
INFLOW.1923-07-31_D17.1923-07-31_0,INFLOW.1923-07-31,D17.1923-07-31,0,0.0,1.0,64.0,64.0
INFLOW.1923-08-31_D17.1923-08-31_0,INFLOW.1923-08-31,D17.1923-08-31,0,0.0,1.0,41.0,41.0
INFLOW.1923-09-30_D17.1923-09-30_0,INFLOW.1923-09-30,D17.1923-09-30,0,0.0,1.0,45.0,45.0
D17.1922-10-31_SR_FOL.1922-10-31_0,D17.1922-10-31,SR_FOL.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D17.1922-11-30_SR_FOL.1922-11-30_0,D17.1922-11-30,SR_FOL.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D17.1922-12-31_SR_FOL.1922-12-31_0,D17.1922-12-31,SR_FOL.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D17.1923-01-31_SR_FOL.1923-01-31_0,D17.1923-01-31,SR_FOL.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D17.1923-02-28_SR_FOL.1923-02-28_0,D17.1923-02-28,SR_FOL.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D17.1923-03-31_SR_FOL.1923-03-31_0,D17.1923-03-31,SR_FOL.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D17.1923-04-30_SR_FOL.1923-04-30_0,D17.1923-04-30,SR_FOL.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D17.1923-05-31_SR_FOL.1923-05-31_0,D17.1923-05-31,SR_FOL.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D17.1923-06-30_SR_FOL.1923-06-30_0,D17.1923-06-30,SR_FOL.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D17.1923-07-31_SR_FOL.1923-07-31_0,D17.1923-07-31,SR_FOL.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D17.1923-08-31_SR_FOL.1923-08-31_0,D17.1923-08-31,SR_FOL.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D17.1923-09-30_SR_FOL.1923-09-30_0,D17.1923-09-30,SR_FOL.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D17.1922-10-31_WTP204.1922-10-31_0,D17.1922-10-31,WTP204.1922-10-31,0,45.0,0.94,0.0,0.0
D17.1922-11-30_WTP204.1922-11-30_0,D17.1922-11-30,WTP204.1922-11-30,0,45.0,0.94,0.0,0.0
D17.1922-12-31_WTP204.1922-12-31_0,D17.1922-12-31,WTP204.1922-12-31,0,45.0,0.94,0.0,0.0
D17.1923-01-31_WTP204.1923-01-31_0,D17.1923-01-31,WTP204.1923-01-31,0,45.0,0.94,0.0,0.0
D17.1923-02-28_WTP204.1923-02-28_0,D17.1923-02-28,WTP204.1923-02-28,0,45.0,0.94,0.0,0.0
D17.1923-03-31_WTP204.1923-03-31_0,D17.1923-03-31,WTP204.1923-03-31,0,45.0,0.94,0.0,0.0
D17.1923-04-30_WTP204.1923-04-30_0,D17.1923-04-30,WTP204.1923-04-30,0,45.0,0.94,0.0,0.0
D17.1923-05-31_WTP204.1923-05-31_0,D17.1923-05-31,WTP204.1923-05-31,0,45.0,0.94,0.0,0.0
D17.1923-06-30_WTP204.1923-06-30_0,D17.1923-06-30,WTP204.1923-06-30,0,45.0,0.94,0.0,0.0
D17.1923-07-31_WTP204.1923-07-31_0,D17.1923-07-31,WTP204.1923-07-31,0,45.0,0.94,0.0,0.0
D17.1923-08-31_WTP204.1923-08-31_0,D17.1923-08-31,WTP204.1923-08-31,0,45.0,0.94,0.0,0.0
D17.1923-09-30_WTP204.1923-09-30_0,D17.1923-09-30,WTP204.1923-09-30,0,45.0,0.94,0.0,0.0
D30.1922-10-31_D31.1922-10-31_0,D30.1922-10-31,D31.1922-10-31,0,0.0,1.0,0.0,1000000000000.0
D30.1922-11-30_D31.1922-11-30_0,D30.1922-11-30,D31.1922-11-30,0,0.0,1.0,0.0,1000000000000.0
D30.1922-12-31_D31.1922-12-31_0,D30.1922-12-31,D31.1922-12-31,0,0.0,1.0,0.0,1000000000000.0
D30.1923-01-31_D31.1923-01-31_0,D30.1923-01-31,D31.1923-01-31,0,0.0,1.0,0.0,1000000000000.0
D30.1923-02-28_D31.1923-02-28_0,D30.1923-02-28,D31.1923-02-28,0,0.0,1.0,0.0,1000000000000.0
D30.1923-03-31_D31.1923-03-31_0,D30.1923-03-31,D31.1923-03-31,0,0.0,1.0,0.0,1000000000000.0
D30.1923-04-30_D31.1923-04-30_0,D30.1923-04-30,D31.1923-04-30,0,0.0,1.0,0.0,1000000000000.0
D30.1923-05-31_D31.1923-05-31_0,D30.1923-05-31,D31.1923-05-31,0,0.0,1.0,0.0,1000000000000.0
D30.1923-06-30_D31.1923-06-30_0,D30.1923-06-30,D31.1923-06-30,0,0.0,1.0,0.0,1000000000000.0
D30.1923-07-31_D31.1923-07-31_0,D30.1923-07-31,D31.1923-07-31,0,0.0,1.0,0.0,1000000000000.0
D30.1923-08-31_D31.1923-08-31_0,D30.1923-08-31,D31.1923-08-31,0,0.0,1.0,0.0,1000000000000.0
D30.1923-09-30_D31.1923-09-30_0,D30.1923-09-30,D31.1923-09-30,0,0.0,1.0,0.0,1000000000000.0
D30.1922-10-31_HSU104D30.1922-10-31_0,D30.1922-10-31,HSU104D30.1922-10-31,0,0.0,1.0,0.0,236.0
