date,GW_01,GW_02,GW_03,GW_04,GW_05,GW_06,GW_07,GW_08,GW_09,GW_10,GW_11,GW_12,GW_13,GW_14,GW_15,GW_16,GW_17,GW_18,GW_19,GW_20,GW_21,GW_AV,GW_CH,GW_EW,GW_HF,GW_IM,GW_MJ,GW_MWD,GW_OW,GW_SBV,GW_SC,GW_SD,GW_VC
1970-06-30,30223.43753613453,155357.686240929,152804.58290999985,121421.52389666102,117485.47248053872,151123.7515136522,53451.07845697889,193243.0581510382,200692.62209673904,194834.99229038376,98626.64357680784,96184.97593524423,247054.35187475476,325076.7804529813,404111.3611302689,87685.66123334285,85047.53141783661,285030.1655103508,157654.6878261639,165199.16158061643,413365.2174281581,20306.69711895905,3045.086099999993,7266.532745083269,250.0,1000.0,2966.2347264263863,1285.7949999999994,28172.029590301685,2903.9018391268223,621.4136223141866,7097.522022802044,534.3020000000004
1970-07-31,30235.11243613453,155399.5033442954,152898.11412999986,121601.25889666102,117609.3389605387,151140.83783700885,53467.54341667586,193153.81217309964,200731.63551673904,194805.59934205905,98571.87669680786,96126.01972524424,247025.94415475475,325104.449450543,404207.8759347348,87656.28569334286,85011.17461783662,284916.5515703508,157615.25914616388,165242.13538061644,413315.8161797391,20316.22967895905,3049.747199999993,7239.584768143437,250.0,1000.0,2950.3737264263864,1298.9549999999997,28154.789590301683,2910.369839126822,599.9966223141865,7073.390022802045,530.3465000000003
1970-08-31,30222.48643613453,155347.8641442954,152970.27567999985,121697.20477666102,117685.0089205387,151162.65106062364,53505.04537667586,193086.73947195988,200743.61458673904,194813.0719774773,98529.01697680786,96074.43760524424,246986.48521475476,325135.898155538,404175.1207047348,87631.18973334285,84955.50641783662,284776.4262903508,157594.81549648277,165287.47714061645,413277.3573750355,20315.85321408999,3060.470599999993,7198.531208143437,250.0,1000.0,2934.8767264263865,1333.1269999999995,28142.349590301685,2915.418839126822,578.3916223141865,7079.783768431209,533.7350000000004
1970-09-30,30210.19293613453,155326.3773642954,153036.43174999984,121751.955016661,117726.6155105387,151188.59250062364,53530.02093667586,193078.32125091925,200771.10124673904,194852.2695374773,98489.33621680786,96037.49771629534,247008.7657661833,325168.78397692007,404292.9744547348,87607.21097334285,84927.13741783661,284799.7801846119,157607.28283648277,165327.57390061644,413275.4846650355,20303.997384321134,3051.690899999993,7216.81892038756,250.0,1000.0,2920.9457264263865,1359.5009999999995,28130.839590301686,2916.176839126822,556.1206223141866,7070.052568431209,546.2720000000003
1970-10-31,30198.970386134533,155306.68499429538,153070.76260999983,121757.474956661,117737.1900305387,151198.22702062363,53544.514636675856,193115.0005609193,200778.65544673905,194881.27429747727,98498.78329848086,96046.29857610248,247047.24326566383,325200.0692795163,404384.7624647348,87599.35077334286,84927.5432178366,284782.0933648738,157622.8878864828,165358.90170061644,413273.8543250355,20315.23895402587,3041.271399999993,7242.99948038756,250.0,1000.0,2911.5057264263864,1369.9369999999994,28146.649590301688,2914.132839126822,536.1476223141866,7081.388868175694,559.6665000000003
1970-11-30,30218.72103613453,155430.9258342954,153176.00231999982,121930.860266661,117778.6117305387,151282.95214062362,53611.552246675856,193233.07602091925,200833.1732367391,194928.6311374773,98532.75117848086,96089.37853887008,247171.78916566385,325237.8375292399,404484.1012047348,87613.85163334286,84930.8129178366,284859.1135848738,157638.37892648278,165389.88686061645,413285.8059850356,20326.44631402587,3037.233699999993,7257.261840387559,250.0,1000.0,2912.093726426386,1345.4899999999996,28148.969590301687,2905.840839126822,615.3096223141866,7096.487668175694,575.5480000000002
1970-12-31,30293.73648613453,155624.24207429538,153315.64136999982,122187.789716661,117883.0475505387,151444.26338062363,53713.786536675856,193396.76679091924,200905.44231673903,194973.50017747725,98577.72145848084,96134.45515887009,247288.82926566384,325284.8670604541,404599.8103447348,87632.67663334285,84939.5895178366,284932.6313648738,157654.36271648278,165420.08686061646,413292.1504850356,20327.78231402587,3043.921699999993,7269.97252038756,250.0,1000.0,2913.1487264263865,1311.1989999999996,28166.129590301687,2895.449839126822,655.0,7108.777668175694,584.0270000000003
1971-01-31,30315.59933613453,155703.63272429537,153392.4828099998,122178.632396661,117961.8702905387,151521.1654206236,53738.70039667586,193487.17462091925,200910.88899673903,194996.77569747725,98624.82113848084,96172.45142887007,247374.36178566384,325324.3247515992,404706.13558473473,87645.01249334286,84948.5396178366,284995.2189248738,157665.48485648277,165449.26566061645,413291.1410550356,20329.06039402587,3043.552699999993,7281.200320387559,250.0,1000.0,2911.1067264263866,1281.8589999999997,28168.339590301686,2886.409308841954,655.0,7120.835668175694,585.3400000000003
1971-02-28,30257.958336134536,155600.04574429538,153407.69354999982,121957.411556661,117951.6404005387,151523.77126062362,53734.58620667586,193539.02244091925,200892.07106673907,195019.15197747725,98675.11669848084,96214.10359799257,247466.42324566384,325360.84588273446,404817.2925947348,87651.66749904995,84956.6434178366,285045.5908848738,157673.54551648276,165480.81574061644,413283.7682750356,20331.12767402587,3041.0541999999928,7287.637640387559,250.0,1000.0,2930.0272264263867,1257.1119999999996,28170.559590301687,2896.701308841954,655.0,7125.802468175694,582.1440000000003
1971-03-31,30336.94068613453,155731.1969542954,153481.17543999982,122076.500346661,118061.4082005387,151605.4698206236,53772.260316675856,193614.24915091923,200917.98192673907,195056.19801747723,98699.39322912724,96221.69031254416,247544.704276513,325398.70116952615,404911.5775115028,87678.43915904994,84956.5448178366,284986.3555521438,157687.52536648276,165514.22678061645,413283.0263050356,20334.475074025868,3035.6478999999927,7295.371720387559,250.0,1000.0,2929.901584172273,1233.0229999999997,28174.09959030169,2890.143756642491,655.0,7133.049468175695,577.0165000000003
